Council area,Year,Sex,Age group,Number
Aberdeen City,2015-16,Female,30 to 34,-331
Aberdeen City,2015-16,Female,35 to 39,-111
Aberdeen City,2015-16,Female,40 to 44,-28
Aberdeen City,2015-16,Female,45 to 49,-11
Aberdeen City,2015-16,Female,5 to 9,-28
Aberdeen City,2015-16,Female,50 to 54,-58
Aberdeen City,2015-16,Female,55 to 59,-66
Aberdeen City,2015-16,Female,60 to 64,-48
Aberdeen City,2015-16,Female,65 to 69,-41
Aberdeen City,2015-16,Female,70 to 74,0
Aberdeen City,2015-16,Female,75 to 79,6
Aberdeen City,2015-16,Female,80 to 84,-8
Aberdeen City,2015-16,Female,85 to 89,-1
Aberdeen City,2015-16,Female,90 and over,-8
Aberdeen City,2015-16,Female,All ages,-396
Aberdeen City,2015-16,Male,0 to 4,-147
Aberdeen City,2015-16,Male,10 to 14,-12
Aberdeen City,2015-16,Male,15 to 19,387
Aberdeen City,2015-16,Male,20 to 24,263
Aberdeen City,2015-16,Male,25 to 29,-111
Aberdeen City,2015-16,Male,30 to 34,-294
Aberdeen City,2015-16,Male,35 to 39,-171
Aberdeen City,2015-16,Male,40 to 44,-78
Aberdeen City,2015-16,Male,45 to 49,-65
Aberdeen City,2015-16,Male,5 to 9,-38
Aberdeen City,2015-16,Male,50 to 54,-84
Aberdeen City,2015-16,Male,55 to 59,-106
Aberdeen City,2015-16,Male,60 to 64,-49
Aberdeen City,2015-16,Male,65 to 69,-49
Aberdeen City,2015-16,Male,70 to 74,-10
Aberdeen City,2015-16,Male,75 to 79,-5
Aberdeen City,2015-16,Male,80 to 84,2
Aberdeen City,2015-16,Male,85 to 89,-8
Aberdeen City,2015-16,Male,90 and over,2
Aberdeen City,2015-16,Male,All ages,-573
Aberdeen City,2016-17,Female,0 to 4,-135
Aberdeen City,2016-17,Female,10 to 14,-6
Aberdeen City,2016-17,Female,15 to 19,738
Aberdeen City,2016-17,Female,20 to 24,-164
Aberdeen City,2016-17,Female,25 to 29,-591
Aberdeen City,2016-17,Female,30 to 34,-345
Aberdeen City,2016-17,Female,35 to 39,-107
Aberdeen City,2016-17,Female,40 to 44,-25
Aberdeen City,2016-17,Female,45 to 49,-30
Aberdeen City,2016-17,Female,5 to 9,-80
Aberdeen City,2016-17,Female,50 to 54,-12
Aberdeen City,2016-17,Female,55 to 59,-58
Aberdeen City,2016-17,Female,60 to 64,-24
Aberdeen City,2016-17,Female,65 to 69,-8
Aberdeen City,2016-17,Female,70 to 74,-2
Aberdeen City,2016-17,Female,75 to 79,-11
Aberdeen City,2016-17,Female,80 to 84,5
Aberdeen City,2016-17,Female,85 to 89,-12
Aberdeen City,2016-17,Female,90 and over,-4
Aberdeen City,2016-17,Female,All ages,-871
Aberdeen City,2016-17,Male,0 to 4,-89
Aberdeen City,2016-17,Male,10 to 14,-1
Aberdeen City,2016-17,Male,15 to 19,383
Aberdeen City,2016-17,Male,20 to 24,262
Aberdeen City,2016-17,Male,25 to 29,-282
Aberdeen City,2016-17,Male,30 to 34,-299
Aberdeen City,2016-17,Male,35 to 39,-197
Aberdeen City,2016-17,Male,40 to 44,-82
Aberdeen City,2016-17,Male,45 to 49,-65
Aberdeen City,2016-17,Male,5 to 9,-43
Aberdeen City,2016-17,Male,50 to 54,-29
Aberdeen City,2016-17,Male,55 to 59,-53
Aberdeen City,2016-17,Male,60 to 64,-52
Aberdeen City,2016-17,Male,65 to 69,-20
Aberdeen City,2016-17,Male,70 to 74,-2
Aberdeen City,2016-17,Male,75 to 79,10
Aberdeen City,2016-17,Male,80 to 84,3
Aberdeen City,2016-17,Male,85 to 89,11
Aberdeen City,2016-17,Male,90 and over,0
Aberdeen City,2016-17,Male,All ages,-545
Aberdeen City,2017-18,Female,0 to 4,-115
Aberdeen City,2017-18,Female,10 to 14,-12
Aberdeen City,2017-18,Female,15 to 19,660
Aberdeen City,2017-18,Female,20 to 24,-95
Aberdeen City,2017-18,Female,25 to 29,-433
Aberdeen City,2017-18,Female,30 to 34,-244
Aberdeen City,2017-18,Female,35 to 39,-85
Aberdeen City,2017-18,Female,40 to 44,-71
Aberdeen City,2017-18,Female,45 to 49,-21
Aberdeen City,2017-18,Female,5 to 9,-37
Aberdeen City,2017-18,Female,50 to 54,-32
Aberdeen City,2017-18,Female,55 to 59,-53
Aberdeen City,2017-18,Female,60 to 64,-46
Aberdeen City,2017-18,Female,65 to 69,-35
Aberdeen City,2017-18,Female,70 to 74,-4
Aberdeen City,2017-18,Female,75 to 79,2
Aberdeen City,2017-18,Female,80 to 84,-2
Aberdeen City,2017-18,Female,85 to 89,2
Aberdeen City,2017-18,Female,90 and over,-11
Aberdeen City,2017-18,Female,All ages,-632
Aberdeen City,2017-18,Male,0 to 4,-113
Aberdeen City,2017-18,Male,10 to 14,-1
Aberdeen City,2017-18,Male,15 to 19,288
Aberdeen City,2017-18,Male,20 to 24,205
Aberdeen City,2017-18,Male,25 to 29,-298
Aberdeen City,2017-18,Male,30 to 34,-275
Aberdeen City,2017-18,Male,35 to 39,-144
Aberdeen City,2017-18,Male,40 to 44,-93
Aberdeen City,2017-18,Male,45 to 49,-53
Aberdeen City,2017-18,Male,5 to 9,7
Aberdeen City,2017-18,Male,50 to 54,-32
Aberdeen City,2017-18,Male,55 to 59,-63
Aberdeen City,2017-18,Male,60 to 64,-60
Aberdeen City,2017-18,Male,65 to 69,-33
Aberdeen City,2017-18,Male,70 to 74,-24
Aberdeen City,2017-18,Male,75 to 79,3
Aberdeen City,2017-18,Male,80 to 84,-2
Aberdeen City,2017-18,Male,85 to 89,6
Aberdeen City,2017-18,Male,90 and over,-4
Aberdeen City,2017-18,Male,All ages,-686
Aberdeen City,2018-19,Female,0 to 4,-51
Aberdeen City,2018-19,Female,10 to 14,32
Aberdeen City,2018-19,Female,15 to 19,788
Aberdeen City,2018-19,Female,20 to 24,62
Aberdeen City,2018-19,Female,25 to 29,-234
Aberdeen City,2018-19,Female,30 to 34,-160
Aberdeen City,2018-19,Female,35 to 39,-30
Aberdeen City,2018-19,Female,40 to 44,3
Aberdeen City,2018-19,Female,45 to 49,-1
Aberdeen City,2018-19,Female,5 to 9,-2
Aberdeen City,2018-19,Female,50 to 54,4
Aberdeen City,2018-19,Female,55 to 59,-1
Aberdeen City,2018-19,Female,60 to 64,-30
Aberdeen City,2018-19,Female,65 to 69,3
Aberdeen City,2018-19,Female,70 to 74,5
Aberdeen City,2018-19,Female,75 to 79,-8
Aberdeen City,2018-19,Female,80 to 84,6
Aberdeen City,2018-19,Female,85 to 89,-5
Aberdeen City,2018-19,Female,90 and over,-12
Aberdeen City,2018-19,Female,All ages,369
Aberdeen City,2018-19,Male,0 to 4,-37
Aberdeen City,2018-19,Male,10 to 14,17
Aberdeen City,2018-19,Male,15 to 19,316
Aberdeen City,2018-19,Male,20 to 24,302
Aberdeen City,2018-19,Male,25 to 29,-37
Aberdeen City,2018-19,Male,30 to 34,-97
Aberdeen City,2018-19,Male,35 to 39,-52
Aberdeen City,2018-19,Male,40 to 44,31
Aberdeen City,2018-19,Male,45 to 49,35
Aberdeen City,2018-19,Male,5 to 9,26
Aberdeen City,2018-19,Male,50 to 54,12
Aberdeen City,2018-19,Male,55 to 59,-11
Aberdeen City,2018-19,Male,60 to 64,-41
Aberdeen City,2018-19,Male,65 to 69,-35
Aberdeen City,2018-19,Male,70 to 74,-4
Aberdeen City,2018-19,Male,75 to 79,-1
Aberdeen City,2018-19,Male,80 to 84,8
Aberdeen City,2018-19,Male,85 to 89,11
Aberdeen City,2018-19,Male,90 and over,-2
Aberdeen City,2018-19,Male,All ages,441
Aberdeenshire,2001-02,Female,0 to 4,148
Aberdeenshire,2001-02,Female,10 to 14,65
Aberdeenshire,2001-02,Female,15 to 19,-447
Aberdeenshire,2001-02,Female,20 to 24,84
Aberdeenshire,2001-02,Female,25 to 29,165
Aberdeenshire,2001-02,Female,30 to 34,300
Aberdeenshire,2001-02,Female,35 to 39,177
Aberdeenshire,2001-02,Female,40 to 44,37
Aberdeenshire,2001-02,Female,45 to 49,48
Aberdeenshire,2001-02,Female,5 to 9,140
Aberdeenshire,2001-02,Female,50 to 54,38
Aberdeenshire,2001-02,Female,55 to 59,72
Aberdeenshire,2001-02,Female,60 to 64,14
Aberdeenshire,2001-02,Female,65 to 69,15
Aberdeenshire,2001-02,Female,70 to 74,5
Aberdeenshire,2001-02,Female,75 to 79,27
Aberdeenshire,2001-02,Female,80 to 84,39
Aberdeenshire,2001-02,Female,85 to 89,26
Aberdeenshire,2001-02,Female,90 and over,10
Aberdeenshire,2001-02,Female,All ages,963
Aberdeenshire,2001-02,Male,0 to 4,236
Aberdeenshire,2001-02,Male,10 to 14,61
Aberdeenshire,2001-02,Male,15 to 19,-249
Aberdeenshire,2001-02,Male,20 to 24,-107
Aberdeenshire,2001-02,Male,25 to 29,16
Aberdeenshire,2001-02,Male,30 to 34,208
Aberdeenshire,2001-02,Male,35 to 39,175
Aberdeenshire,2001-02,Male,40 to 44,94
Aberdeenshire,2001-02,Male,45 to 49,55
Aberdeenshire,2001-02,Male,5 to 9,94
Aberdeenshire,2001-02,Male,50 to 54,47
Aberdeenshire,2001-02,Male,55 to 59,20
Aberdeenshire,2001-02,Male,60 to 64,45
Aberdeenshire,2001-02,Male,65 to 69,10
Aberdeenshire,2001-02,Male,70 to 74,-9
Aberdeenshire,2001-02,Male,75 to 79,15
Aberdeenshire,2001-02,Male,80 to 84,3
Aberdeenshire,2001-02,Male,85 to 89,9
Aberdeenshire,2001-02,Male,90 and over,9
Aberdeenshire,2001-02,Male,All ages,732
Aberdeenshire,2002-03,Female,0 to 4,180
Aberdeenshire,2002-03,Female,10 to 14,113
Aberdeenshire,2002-03,Female,15 to 19,-386
Aberdeenshire,2002-03,Female,20 to 24,-55
Aberdeenshire,2002-03,Female,25 to 29,223
Aberdeenshire,2002-03,Female,30 to 34,371
Aberdeenshire,2002-03,Female,35 to 39,216
Aberdeenshire,2002-03,Female,40 to 44,112
Aberdeenshire,2002-03,Female,45 to 49,28
Aberdeenshire,2002-03,Female,5 to 9,101
Aberdeenshire,2002-03,Female,50 to 54,67
Aberdeenshire,2002-03,Female,55 to 59,42
Aberdeenshire,2002-03,Female,60 to 64,39
Aberdeenshire,2002-03,Female,65 to 69,51
Aberdeenshire,2002-03,Female,70 to 74,38
Aberdeenshire,2002-03,Female,75 to 79,18
Aberdeenshire,2002-03,Female,80 to 84,43
Aberdeenshire,2002-03,Female,85 to 89,28
Aberdeenshire,2002-03,Female,90 and over,30
Aberdeenshire,2002-03,Female,All ages,1259
Aberdeenshire,2002-03,Male,0 to 4,123
Aberdeenshire,2002-03,Male,10 to 14,64
Aberdeenshire,2002-03,Male,15 to 19,-266
Aberdeenshire,2002-03,Male,20 to 24,-88
Aberdeenshire,2002-03,Male,25 to 29,47
Aberdeenshire,2002-03,Male,30 to 34,262
Aberdeenshire,2002-03,Male,35 to 39,228
Aberdeenshire,2002-03,Male,40 to 44,94
Aberdeenshire,2002-03,Male,45 to 49,14
Aberdeenshire,2002-03,Male,5 to 9,110
Aberdeenshire,2002-03,Male,50 to 54,52
Aberdeenshire,2002-03,Male,55 to 59,58
Aberdeenshire,2002-03,Male,60 to 64,41
Aberdeenshire,2002-03,Male,65 to 69,11
Aberdeenshire,2002-03,Male,70 to 74,41
Aberdeenshire,2002-03,Male,75 to 79,32
Aberdeenshire,2002-03,Male,80 to 84,23
Aberdeenshire,2002-03,Male,85 to 89,11
Aberdeenshire,2002-03,Male,90 and over,4
Aberdeenshire,2002-03,Male,All ages,861
Aberdeenshire,2003-04,Female,0 to 4,207
Aberdeenshire,2003-04,Female,10 to 14,105
Aberdeenshire,2003-04,Female,15 to 19,-336
Aberdeenshire,2003-04,Female,20 to 24,23
Aberdeenshire,2003-04,Female,25 to 29,265
Aberdeenshire,2003-04,Female,30 to 34,347
Aberdeenshire,2003-04,Female,35 to 39,246
Aberdeenshire,2003-04,Female,40 to 44,141
Aberdeenshire,2003-04,Female,45 to 49,81
Aberdeenshire,2003-04,Female,5 to 9,206
Aberdeenshire,2003-04,Female,50 to 54,44
Aberdeenshire,2003-04,Female,55 to 59,73
Aberdeenshire,2003-04,Female,60 to 64,103
Aberdeenshire,2003-04,Female,65 to 69,62
Aberdeenshire,2003-04,Female,70 to 74,51
Aberdeenshire,2003-04,Female,75 to 79,35
Aberdeenshire,2003-04,Female,80 to 84,55
Aberdeenshire,2003-04,Female,85 to 89,18
Aberdeenshire,2003-04,Female,90 and over,19
Aberdeenshire,2003-04,Female,All ages,1745
Aberdeenshire,2003-04,Male,0 to 4,221
Aberdeenshire,2003-04,Male,10 to 14,59
Aberdeenshire,2003-04,Male,15 to 19,-189
Aberdeenshire,2003-04,Male,20 to 24,-45
Aberdeenshire,2003-04,Male,25 to 29,48
Aberdeenshire,2003-04,Male,30 to 34,325
Aberdeenshire,2003-04,Male,35 to 39,259
Aberdeenshire,2003-04,Male,40 to 44,156
Aberdeenshire,2003-04,Male,45 to 49,109
Aberdeenshire,2003-04,Male,5 to 9,168
Aberdeenshire,2003-04,Male,50 to 54,69
Aberdeenshire,2003-04,Male,55 to 59,35
Aberdeenshire,2003-04,Male,60 to 64,86
Aberdeenshire,2003-04,Male,65 to 69,84
Aberdeenshire,2003-04,Male,70 to 74,40
Aberdeenshire,2003-04,Male,75 to 79,31
Aberdeenshire,2003-04,Male,80 to 84,16
Aberdeenshire,2003-04,Male,85 to 89,5
Aberdeenshire,2003-04,Male,90 and over,8
Aberdeenshire,2003-04,Male,All ages,1485
Aberdeenshire,2004-05,Female,0 to 4,156
Aberdeenshire,2004-05,Female,10 to 14,88
Aberdeenshire,2004-05,Female,15 to 19,-389
Aberdeenshire,2004-05,Female,20 to 24,60
Aberdeenshire,2004-05,Female,25 to 29,235
Aberdeenshire,2004-05,Female,30 to 34,350
Aberdeenshire,2004-05,Female,35 to 39,203
Aberdeenshire,2004-05,Female,40 to 44,104
Aberdeenshire,2004-05,Female,45 to 49,37
Aberdeenshire,2004-05,Female,5 to 9,130
Aberdeenshire,2004-05,Female,50 to 54,95
Aberdeenshire,2004-05,Female,55 to 59,83
Aberdeenshire,2004-05,Female,60 to 64,51
Aberdeenshire,2004-05,Female,65 to 69,46
Aberdeenshire,2004-05,Female,70 to 74,18
Aberdeenshire,2004-05,Female,75 to 79,50
Aberdeenshire,2004-05,Female,80 to 84,27
Aberdeenshire,2004-05,Female,85 to 89,24
Aberdeenshire,2004-05,Female,90 and over,25
Aberdeenshire,2004-05,Female,All ages,1393
Aberdeenshire,2004-05,Male,0 to 4,180
Aberdeenshire,2004-05,Male,10 to 14,96
Aberdeenshire,2004-05,Male,15 to 19,-249
Aberdeenshire,2004-05,Male,20 to 24,-17
Aberdeenshire,2004-05,Male,25 to 29,179
Aberdeenshire,2004-05,Male,30 to 34,332
Aberdeenshire,2004-05,Male,35 to 39,235
Aberdeenshire,2004-05,Male,40 to 44,102
Aberdeenshire,2004-05,Male,45 to 49,83
Aberdeenshire,2004-05,Male,5 to 9,189
Aberdeenshire,2004-05,Male,50 to 54,61
Aberdeenshire,2004-05,Male,55 to 59,51
Aberdeenshire,2004-05,Male,60 to 64,53
Aberdeenshire,2004-05,Male,65 to 69,38
Aberdeenshire,2004-05,Male,70 to 74,23
Aberdeenshire,2004-05,Male,75 to 79,23
Aberdeenshire,2004-05,Male,80 to 84,-2
Aberdeenshire,2004-05,Male,85 to 89,6
Aberdeenshire,2004-05,Male,90 and over,4
Aberdeenshire,2004-05,Male,All ages,1387
Aberdeenshire,2005-06,Female,0 to 4,187
Aberdeenshire,2005-06,Female,10 to 14,98
Aberdeenshire,2005-06,Female,15 to 19,-336
Aberdeenshire,2005-06,Female,20 to 24,65
Aberdeenshire,2005-06,Female,25 to 29,199
Aberdeenshire,2005-06,Female,30 to 34,347
Aberdeenshire,2005-06,Female,35 to 39,257
Aberdeenshire,2005-06,Female,40 to 44,148
Aberdeenshire,2005-06,Female,45 to 49,74
Aberdeenshire,2005-06,Female,5 to 9,124
Aberdeenshire,2005-06,Female,50 to 54,59
Aberdeenshire,2005-06,Female,55 to 59,112
Aberdeenshire,2005-06,Female,60 to 64,56
Aberdeenshire,2005-06,Female,65 to 69,19
Aberdeenshire,2005-06,Female,70 to 74,16
Aberdeenshire,2005-06,Female,75 to 79,20
Aberdeenshire,2005-06,Female,80 to 84,44
Aberdeenshire,2005-06,Female,85 to 89,26
Aberdeenshire,2005-06,Female,90 and over,31
Aberdeenshire,2005-06,Female,All ages,1546
Aberdeenshire,2005-06,Male,0 to 4,183
Aberdeenshire,2005-06,Male,10 to 14,68
Aberdeenshire,2005-06,Male,15 to 19,-134
Aberdeenshire,2005-06,Male,20 to 24,31
Aberdeenshire,2005-06,Male,25 to 29,108
Aberdeenshire,2005-06,Male,30 to 34,246
Aberdeenshire,2005-06,Male,35 to 39,293
Aberdeenshire,2005-06,Male,40 to 44,147
Aberdeenshire,2005-06,Male,45 to 49,75
Aberdeenshire,2005-06,Male,5 to 9,153
Aberdeenshire,2005-06,Male,50 to 54,68
Aberdeenshire,2005-06,Male,55 to 59,81
Aberdeenshire,2005-06,Male,60 to 64,81
Aberdeenshire,2005-06,Male,65 to 69,33
Aberdeenshire,2005-06,Male,70 to 74,33
Aberdeenshire,2005-06,Male,75 to 79,11
Aberdeenshire,2005-06,Male,80 to 84,28
Aberdeenshire,2005-06,Male,85 to 89,7
Aberdeenshire,2005-06,Male,90 and over,9
Aberdeenshire,2005-06,Male,All ages,1521
Aberdeenshire,2006-07,Female,0 to 4,216
Aberdeenshire,2006-07,Female,10 to 14,60
Aberdeenshire,2006-07,Female,15 to 19,-316
Aberdeenshire,2006-07,Female,20 to 24,108
Aberdeenshire,2006-07,Female,25 to 29,311
Aberdeenshire,2006-07,Female,30 to 34,336
Aberdeenshire,2006-07,Female,35 to 39,239
Aberdeenshire,2006-07,Female,40 to 44,87
Aberdeenshire,2006-07,Female,45 to 49,44
Aberdeenshire,2006-07,Female,5 to 9,83
Aberdeenshire,2006-07,Female,50 to 54,42
Aberdeenshire,2006-07,Female,55 to 59,47
Aberdeenshire,2006-07,Female,60 to 64,9
Aberdeenshire,2006-07,Female,65 to 69,22
Aberdeenshire,2006-07,Female,70 to 74,14
Aberdeenshire,2006-07,Female,75 to 79,17
Aberdeenshire,2006-07,Female,80 to 84,34
Aberdeenshire,2006-07,Female,85 to 89,26
Aberdeenshire,2006-07,Female,90 and over,16
Aberdeenshire,2006-07,Female,All ages,1395
Aberdeenshire,2006-07,Male,0 to 4,205
Aberdeenshire,2006-07,Male,10 to 14,-9
Aberdeenshire,2006-07,Male,15 to 19,-218
Aberdeenshire,2006-07,Male,20 to 24,-5
Aberdeenshire,2006-07,Male,25 to 29,174
Aberdeenshire,2006-07,Male,30 to 34,328
Aberdeenshire,2006-07,Male,35 to 39,202
Aberdeenshire,2006-07,Male,40 to 44,121
Aberdeenshire,2006-07,Male,45 to 49,95
Aberdeenshire,2006-07,Male,5 to 9,172
Aberdeenshire,2006-07,Male,50 to 54,49
Aberdeenshire,2006-07,Male,55 to 59,63
Aberdeenshire,2006-07,Male,60 to 64,7
Aberdeenshire,2006-07,Male,65 to 69,29
Aberdeenshire,2006-07,Male,70 to 74,24
Aberdeenshire,2006-07,Male,75 to 79,16
Aberdeenshire,2006-07,Male,80 to 84,18
Aberdeenshire,2006-07,Male,85 to 89,18
Aberdeenshire,2006-07,Male,90 and over,-1
Aberdeenshire,2006-07,Male,All ages,1288
Aberdeenshire,2007-08,Female,0 to 4,139
Aberdeenshire,2007-08,Female,10 to 14,28
Aberdeenshire,2007-08,Female,15 to 19,-379
Aberdeenshire,2007-08,Female,20 to 24,1
Aberdeenshire,2007-08,Female,25 to 29,260
Aberdeenshire,2007-08,Female,30 to 34,279
Aberdeenshire,2007-08,Female,35 to 39,207
Aberdeenshire,2007-08,Female,40 to 44,92
Aberdeenshire,2007-08,Female,45 to 49,28
Aberdeenshire,2007-08,Female,5 to 9,128
Aberdeenshire,2007-08,Female,50 to 54,22
Aberdeenshire,2007-08,Female,55 to 59,-24
Aberdeenshire,2007-08,Female,60 to 64,36
Aberdeenshire,2007-08,Female,65 to 69,6
Aberdeenshire,2007-08,Female,70 to 74,-1
Aberdeenshire,2007-08,Female,75 to 79,22
Aberdeenshire,2007-08,Female,80 to 84,27
Aberdeenshire,2007-08,Female,85 to 89,33
Aberdeenshire,2007-08,Female,90 and over,28
Aberdeenshire,2007-08,Female,All ages,932
Aberdeenshire,2007-08,Male,0 to 4,104
Aberdeenshire,2007-08,Male,10 to 14,83
Aberdeenshire,2007-08,Male,15 to 19,-185
Aberdeenshire,2007-08,Male,20 to 24,8
Aberdeenshire,2007-08,Male,25 to 29,142
Aberdeenshire,2007-08,Male,30 to 34,225
Aberdeenshire,2007-08,Male,35 to 39,277
Aberdeenshire,2007-08,Male,40 to 44,93
Aberdeenshire,2007-08,Male,45 to 49,73
Aberdeenshire,2007-08,Male,5 to 9,93
Aberdeenshire,2007-08,Male,50 to 54,46
Aberdeenshire,2007-08,Male,55 to 59,-5
Aberdeenshire,2007-08,Male,60 to 64,-25
Aberdeenshire,2007-08,Male,65 to 69,-9
Aberdeenshire,2007-08,Male,70 to 74,5
Aberdeenshire,2007-08,Male,75 to 79,-2
Aberdeenshire,2007-08,Male,80 to 84,14
Aberdeenshire,2007-08,Male,85 to 89,5
Aberdeenshire,2007-08,Male,90 and over,7
Aberdeenshire,2007-08,Male,All ages,949
Aberdeenshire,2008-09,Female,0 to 4,138
Aberdeenshire,2008-09,Female,10 to 14,82
Aberdeenshire,2008-09,Female,15 to 19,-320
Aberdeenshire,2008-09,Female,20 to 24,8
Aberdeenshire,2008-09,Female,25 to 29,244
Aberdeenshire,2008-09,Female,30 to 34,195
Aberdeenshire,2008-09,Female,35 to 39,141
Aberdeenshire,2008-09,Female,40 to 44,89
Aberdeenshire,2008-09,Female,45 to 49,39
Aberdeenshire,2008-09,Female,5 to 9,73
Aberdeenshire,2008-09,Female,50 to 54,35
Aberdeenshire,2008-09,Female,55 to 59,8
Aberdeenshire,2008-09,Female,60 to 64,-21
Aberdeenshire,2008-09,Female,65 to 69,-1
Aberdeenshire,2008-09,Female,70 to 74,-3
Aberdeenshire,2008-09,Female,75 to 79,3
Aberdeenshire,2008-09,Female,80 to 84,7
Aberdeenshire,2008-09,Female,85 to 89,20
Aberdeenshire,2008-09,Female,90 and over,0
Aberdeenshire,2008-09,Female,All ages,737
Aberdeenshire,2008-09,Male,0 to 4,140
Aberdeenshire,2008-09,Male,10 to 14,30
Aberdeenshire,2008-09,Male,15 to 19,-199
Aberdeenshire,2008-09,Male,20 to 24,-4
Aberdeenshire,2008-09,Male,25 to 29,50
Aberdeenshire,2008-09,Male,30 to 34,243
Aberdeenshire,2008-09,Male,35 to 39,181
Aberdeenshire,2008-09,Male,40 to 44,106
Aberdeenshire,2008-09,Male,45 to 49,72
Aberdeenshire,2008-09,Male,5 to 9,111
Aberdeenshire,2008-09,Male,50 to 54,40
Aberdeenshire,2008-09,Male,55 to 59,-21
Aberdeenshire,2008-09,Male,60 to 64,3
Aberdeenshire,2008-09,Male,65 to 69,-10
Aberdeenshire,2008-09,Male,70 to 74,-2
Aberdeenshire,2008-09,Male,75 to 79,4
Aberdeenshire,2008-09,Male,80 to 84,10
Aberdeenshire,2008-09,Male,85 to 89,11
Aberdeenshire,2008-09,Male,90 and over,5
Aberdeenshire,2008-09,Male,All ages,770
Aberdeenshire,2009-10,Female,0 to 4,161
Aberdeenshire,2009-10,Female,10 to 14,14
Aberdeenshire,2009-10,Female,15 to 19,-319
Aberdeenshire,2009-10,Female,20 to 24,64
Aberdeenshire,2009-10,Female,25 to 29,335
Aberdeenshire,2009-10,Female,30 to 34,267
Aberdeenshire,2009-10,Female,35 to 39,167
Aberdeenshire,2009-10,Female,40 to 44,84
Aberdeenshire,2009-10,Female,45 to 49,39
Aberdeenshire,2009-10,Female,5 to 9,88
Aberdeenshire,2009-10,Female,50 to 54,60
Aberdeenshire,2009-10,Female,55 to 59,1
Aberdeenshire,2009-10,Female,60 to 64,-3
Aberdeenshire,2009-10,Female,65 to 69,-33
Aberdeenshire,2009-10,Female,70 to 74,-14
Aberdeenshire,2009-10,Female,75 to 79,11
Aberdeenshire,2009-10,Female,80 to 84,17
Aberdeenshire,2009-10,Female,85 to 89,11
Aberdeenshire,2009-10,Female,90 and over,15
Aberdeenshire,2009-10,Female,All ages,965
Aberdeenshire,2009-10,Male,0 to 4,177
Aberdeenshire,2009-10,Male,10 to 14,12
Aberdeenshire,2009-10,Male,15 to 19,-200
Aberdeenshire,2009-10,Male,20 to 24,44
Aberdeenshire,2009-10,Male,25 to 29,154
Aberdeenshire,2009-10,Male,30 to 34,229
Aberdeenshire,2009-10,Male,35 to 39,177
Aberdeenshire,2009-10,Male,40 to 44,55
Aberdeenshire,2009-10,Male,45 to 49,27
Aberdeenshire,2009-10,Male,5 to 9,74
Aberdeenshire,2009-10,Male,50 to 54,11
Aberdeenshire,2009-10,Male,55 to 59,-22
Aberdeenshire,2009-10,Male,60 to 64,-7
Aberdeenshire,2009-10,Male,65 to 69,-3
Aberdeenshire,2009-10,Male,70 to 74,-24
Aberdeenshire,2009-10,Male,75 to 79,-7
Aberdeenshire,2009-10,Male,80 to 84,6
Aberdeenshire,2009-10,Male,85 to 89,12
Aberdeenshire,2009-10,Male,90 and over,13
Aberdeenshire,2009-10,Male,All ages,728
Aberdeenshire,2010-11,Female,0 to 4,181
Aberdeenshire,2010-11,Female,10 to 14,8
Aberdeenshire,2010-11,Female,15 to 19,-342
